charge_rate,discharge_rate,temperature,cycle_number,electrolyte_concentration,electrode_loading,specific_capacity
1.89942044772048,3.2289307684681545,43.64595841989582,217,1.893112621392611,5.700277729065183,121.25
1.9633249491203617,0.5413867322748334,37.13690750087305,342,1.7870446915078029,7.979767505070052,86.75
3.783227802521288,0.9566219428971445,31.63062157534202,397,1.9397598959503088,2.293465623124783,104.25
3.369008621098459,3.485757960986251,33.35162238703057,187,1.670863410066032,4.019495554752166,104.14
4.49245734159347,0.5227771273079841,27.588001872833697,19,1.5360982351229477,7.7067966870764195,106.74
2.6249671632287717,1.2236362313787439,22.431929685034724,177,1.3018916435487426,9.161654701497595,74.04
1.0381741067223578,2.9693020521496374,25.679180359537845,100,1.9192741800248159,6.093419536925329,140.89
3.7096015425034774,3.6135283896171195,37.735383313931074,396,1.8392766674004901,6.256907882122525,82.93
3.9235327187760385,3.4338256677617025,15.431804658892677,445,0.8542624041274274,2.8573760907182084,60.52
3.025747389062733,1.509211892572519,18.482179215207488,233,0.8316403693967025,5.579298934587637,66.73
3.9693523097955246,3.7048064960639113,16.380079260652582,403,1.2517560402536596,6.260938131640185,47.97
2.7220801836397586,1.5676208937356004,16.221864069569104,76,1.7726639969381994,3.9397640290778373,119.77
2.852297732218973,1.9642986417167048,40.66381752033021,265,1.9847313551779333,4.153945847595048,114.64
2.423934582613473,3.8592113230311087,36.109735781400715,455,0.9805002693242338,5.018273304836981,74.83
0.6143860703484283,3.423348045712466,29.225214872619755,284,1.5129568584225623,2.160569582221811,134.73
0.98551142146987,4.3215053472238,17.935024819530042,206,1.2570690279572259,4.576633324665426,102.76
0.6414313355903041,3.459258015351545,29.74847625350497,223,1.9638972773775238,3.691584055972357,145.9
3.3638468506870116,3.057388715009622,29.204153123416972,384,1.8105427077628504,4.619978817423317,96.95
1.91460191484347,0.9215364552264161,20.196056097300456,52,1.8059944456533654,2.9580970545540097,150.99
2.7885681102411626,2.154721113767451,28.01554947713919,339,1.3624317917539643,9.12421824591916,76.06
4.584049132667419,1.6934106545677645,26.955142031921206,367,1.2977834028051982,6.748739628432389,46.57
1.6218150311699373,1.597953395205876,33.47550294156649,144,1.1280884863168474,7.432818553155917,94.19
2.3467231536603337,4.878547496386005,34.052809526029314,373,0.8676505959811126,8.313369908858707,47.04
3.899980123443719,2.268939761000422,16.359120293161336,69,1.837666851506064,5.987537591432458,118.22
1.529591744712301,4.51420949829701,26.238378438794136,99,1.7754812109560931,2.6953623046993895,151.11
0.8464095942295684,3.340123816987683,33.77579747142709,396,1.9996612079433567,6.296852334548382,110.27
1.8038815381119562,4.076650865937418,30.094087757402633,25,1.9959642044886865,6.694728944167033,150.9
1.2254957926430199,2.7618669189733644,40.69469523564967,436,1.4665180467231531,7.96351579347464,78.05
4.683639435541579,3.096067480818616,34.760808948568354,379,1.7227848982166125,5.453276369837435,88.81
4.136541708039877,2.7163296221848876,19.88803281244289,469,1.9337188758589137,3.02064242236451,78.91
3.3503169042969057,1.3785934450912003,17.117062422012896,484,1.8195768688128937,4.270207246389796,74.67
4.42157265584473,3.751034518676774,34.27257834618947,53,1.0968177220918371,4.904658371189081,108.84
4.116524346046015,1.763475630983851,15.795339316248654,151,1.3406529623721122,7.16733793065281,76.35
1.3395652649871612,0.6094218489415423,32.5732674382039,144,0.9549912981817941,6.566226437351295,106.76
4.5165154932049,3.404625331582255,43.20690724274873,57,1.9448612327104668,4.84877380718277,123.18
2.927040088620428,1.2969980573317201,32.26422533627637,39,1.527409561341056,9.892121990343838,110.26
